City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
174,Pevek,RU,69.7008,170.3133,-15.95,92,100,1.03,overcast clouds
175,Lagoa,PT,39.05,-27.9833,60.06,84,94,32.91,overcast clouds
176,Atasu,KZ,48.6814,71.6433,18.07,80,100,6.53,overcast clouds
177,Xining,CN,36.6167,101.7667,23.07,39,100,2.28,overcast clouds
178,Rawson,AR,-43.3002,-65.1023,61.29,91,28,14.07,scattered clouds
179,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.62,79,14,10.4,few clouds
180,Isangel,VU,-19.55,169.2667,80.71,89,75,6.91,broken clouds
181,Constitucion,CL,-35.3333,-72.4167,57.02,82,0,10.74,clear sky
182,Barrow,US,71.2906,-156.7887,-5.78,77,90,11.5,light snow
183,Khovu-Aksy,RU,51.1333,93.6,5.49,79,100,4.5,overcast clouds
184,Klyuchi,RU,52.2667,79.1667,18.5,95,100,6.31,overcast clouds
185,Itapirapua,BR,-15.8233,-50.6133,74.16,91,100,1.16,heavy intensity rain
186,Tomatlan,MX,19.9333,-105.25,71.37,82,94,1.14,overcast clouds
187,Barcelos,PT,41.5388,-8.6151,50.68,69,21,5.77,few clouds
188,Fort Frances,CA,48.5999,-93.4003,8.82,76,90,3.44,overcast clouds
189,Chuy,UY,-33.6971,-53.4616,63.91,80,0,9.55,clear sky
190,Saulkrasti,LV,57.2622,24.4147,42.75,85,100,22.1,overcast clouds
191,Kahului,US,20.8947,-156.47,80.62,72,40,24.16,light rain
192,Sisimiut,GL,66.9395,-53.6735,25.66,62,100,5.19,overcast clouds
193,Ambikapur,IN,23.1167,83.2,45.01,46,0,1.83,clear sky
194,Narsaq,GL,60.9167,-46.05,44.82,85,100,10.2,light rain
195,Cidreira,BR,-30.1811,-50.2056,70.38,72,77,19.19,broken clouds
196,Deputatskiy,RU,69.3,139.9,-27.06,99,100,2.06,overcast clouds
197,Ankpa,NG,7.3706,7.6253,71.74,32,5,4.38,clear sky
198,Zavetnoye,RU,47.1194,43.8903,32.68,86,94,15.05,overcast clouds
199,Manzhouli,CN,49.6,117.4333,8.29,84,12,9.48,few clouds
200,Hovd,MN,48.0056,91.6419,14.4,47,8,8.86,clear sky
201,Caucaia,BR,-3.7361,-38.6531,82.35,75,20,11.5,few clouds
202,Vallenar,CL,-28.5708,-70.7581,71.2,51,38,3.85,scattered clouds
203,Taoudenni,ML,22.6783,-3.9836,71.28,17,36,10.13,scattered clouds
204,Turukhansk,RU,65.8167,87.9833,-34.19,91,23,4.23,few clouds
205,Rosarito,MX,32.3333,-117.0333,59.81,41,2,8.55,clear sky
206,Razdolinsk,RU,58.4211,94.6658,-13.9,97,100,5.12,overcast clouds
207,Maarianhamina,AX,60.0973,19.9348,39.06,75,0,18.41,clear sky
208,Korla,CN,41.7597,86.1469,19.31,65,7,3.29,clear sky
209,Mar Del Plata,AR,-38.0023,-57.5575,70.09,93,0,1.99,clear sky
210,Junction City,US,39.0286,-96.8314,21.81,69,1,1.99,clear sky
211,Laguna,US,38.421,-121.4238,47.64,90,40,0.0,mist
212,Mount Isa,AU,-20.7333,139.5,98.37,30,75,12.66,broken clouds
213,Muscat,OM,23.6139,58.5922,64.42,68,100,3.76,overcast clouds
214,Ask,NO,60.0717,11.0345,32.83,86,0,0.0,clear sky
215,Aswan,EG,24.0934,32.907,51.1,50,0,9.22,clear sky
216,Sobolevo,RU,54.4299,31.8996,35.83,100,100,15.99,light rain
217,Zhigansk,RU,66.7697,123.3711,-44.54,99,84,5.93,broken clouds
218,Quatre Cocos,MU,-20.2078,57.7625,73.09,76,0,2.59,clear sky
219,Makakilo City,US,21.3469,-158.0858,79.12,60,75,12.66,broken clouds
220,Gwadar,PK,25.1216,62.3254,68.09,66,98,3.13,overcast clouds
221,Batemans Bay,AU,-35.7167,150.1833,83.91,53,98,10.51,overcast clouds
222,Alice Springs,AU,-23.7,133.8833,99.95,16,6,6.91,clear sky
223,Imbituba,BR,-28.24,-48.6703,71.82,80,100,8.59,overcast clouds
224,Ribeira Grande,PT,38.5167,-28.7,60.89,73,100,29.26,overcast clouds
225,Dingle,PH,10.9995,122.6711,83.66,78,97,9.35,overcast clouds
226,Huangchuan,CN,32.1272,115.0394,48.25,27,69,8.34,broken clouds
227,Moyale,KE,3.5167,39.0584,65.98,85,39,2.17,scattered clouds
228,Kalat,PK,29.0225,66.5916,38.03,41,8,1.5,clear sky
229,Hofn,IS,64.2539,-15.2082,39.52,88,100,9.19,overcast clouds
230,Coihaique,CL,-45.5752,-72.0662,56.88,89,0,6.89,clear sky
231,Solnechnyy,RU,50.7214,136.6319,-6.66,77,29,3.69,scattered clouds
232,Iqaluit,CA,63.7506,-68.5145,8.33,78,90,18.99,light snow
233,Chicama,PE,-7.8447,-79.1469,63.14,81,100,5.1,overcast clouds
234,Kampong Thum,KH,12.7111,104.8887,73.51,65,94,9.28,overcast clouds
235,Tazovskiy,RU,67.4667,78.7,-41.75,99,74,5.06,broken clouds
236,Yambio,SS,4.5721,28.3955,74.59,45,90,2.21,overcast clouds
237,Alekseyevsk,RU,57.8406,108.3492,-13.59,97,100,5.73,overcast clouds
238,Hare Bay,CA,48.8499,-54.0148,24.19,85,100,20.89,light snow
239,Ust-Omchug,RU,61.15,149.6333,-36.47,100,92,3.22,overcast clouds
240,Bekhteyevka,RU,50.8072,37.2085,29.3,85,98,13.4,overcast clouds
241,Namibe,AO,-15.1961,12.1522,68.23,72,98,6.13,overcast clouds
242,Ancud,CL,-41.8697,-73.8203,57.42,96,0,5.3,clear sky
243,Forio,IT,40.7342,13.8646,49.82,55,6,9.95,clear sky
244,Saldanha,ZA,-33.0117,17.9442,60.85,94,17,9.66,few clouds
245,Sarangani,PH,5.4033,125.4636,83.66,76,25,17.56,scattered clouds
246,Lucapa,AO,-8.4192,20.7447,63.91,97,91,0.85,overcast clouds
247,Te Anau,NZ,-45.4167,167.7167,58.24,89,100,9.53,overcast clouds
248,Kissidougou,GN,9.1848,-10.0999,68.29,30,10,2.1,clear sky
249,Port Macquarie,AU,-31.4333,152.9167,89.56,62,61,16.42,broken clouds
250,Nanjing,CN,32.0617,118.7778,49.77,30,100,5.91,overcast clouds
251,Sena Madureira,BR,-9.0656,-68.6569,75.2,98,100,1.01,moderate rain
252,Gasa,PS,31.5,34.4667,55.38,58,0,13.71,clear sky
253,Nikolskoye,RU,59.7035,30.7861,35.02,95,100,10.29,light snow
254,Victoria,HK,22.2855,114.1577,64.26,50,100,4.0,overcast clouds
255,Nacala,MZ,-14.5428,40.6728,73.62,96,65,4.25,broken clouds
256,Samarai,PG,-10.6167,150.6667,83.89,68,100,12.73,overcast clouds
257,Airai,TL,-8.9266,125.4092,75.29,55,91,1.28,overcast clouds
258,Andros Town,BS,24.7,-77.7667,76.96,76,100,18.19,overcast clouds
259,Moron,AR,-34.6534,-58.6198,76.98,77,0,4.0,clear sky
260,Doka,SD,13.5167,35.7667,71.49,38,21,9.35,few clouds
261,Rabaul,PG,-4.1967,152.1721,80.2,81,100,0.76,light rain
262,San Lorenzo,PY,-25.3333,-57.5333,85.59,48,0,3.0,clear sky
263,Ostrovnoy,RU,68.0531,39.5131,15.26,86,100,19.15,overcast clouds
264,Blythe,US,33.6103,-114.5964,57.65,19,1,5.75,clear sky
