City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
247,Saint-Joseph,RE,2021-12-17 19:36:04,-21.3667,55.6167,73.78,76,14,1.1
248,Geraldton,AU,2021-12-17 19:36:05,-28.7667,114.6,54.01,87,40,0.0
249,Vao,NC,2021-12-17 19:36:05,-22.6667,167.4833,74.97,66,1,16.26
250,Truckee,US,2021-12-17 19:34:27,39.328,-120.1833,38.97,90,14,1.01
251,San Quintin,MX,2021-12-17 19:36:05,30.4833,-115.95,62.06,52,100,5.41
252,Tasiilaq,GL,2021-12-17 19:36:06,65.6145,-37.6368,28.56,83,20,5.06
253,Klaksvik,FO,2021-12-17 19:36:06,62.2266,-6.589,47.32,83,53,18.61
254,Mont-Dore,NC,2021-12-17 19:36:06,-22.2833,166.5833,78.01,99,92,9.6
255,Saint-Philippe,RE,2021-12-17 19:36:07,-21.3585,55.7679,74.79,75,28,3.6
256,Eyl,SO,2021-12-17 19:36:07,7.9803,49.8164,76.01,75,99,18.95
257,Nigde,TR,2021-12-17 19:36:07,37.8333,34.75,29.86,99,100,3.42
258,Estreito,BR,2021-12-17 19:36:08,-5.7833,-43.25,85.73,62,61,5.06
259,Tukrah,LY,2021-12-17 19:36:08,32.5341,20.5791,59.4,58,60,15.93
260,Hamilton,US,2021-12-17 19:32:48,39.1834,-84.5333,48.36,53,40,1.99
261,Hambantota,LK,2021-12-17 19:36:09,6.1241,81.1185,77.31,85,100,8.08
262,Deputatskiy,RU,2021-12-17 19:36:09,69.3,139.9,-34.04,99,82,3.09
263,Alyangula,AU,2021-12-17 19:36:10,-13.8483,136.4192,78.67,100,40,0.0
264,Kandi,BJ,2021-12-17 19:36:10,11.1342,2.9386,75.15,14,4,5.46
265,North Branch,US,2021-12-17 19:36:11,45.5113,-92.9802,20.97,83,100,6.29
266,Biak,ID,2021-12-17 19:36:11,-0.9131,122.8766,77.14,83,100,2.46
267,Rundu,NA,2021-12-17 19:34:19,-17.9333,19.7667,71.38,64,100,4.14
268,Itoman,JP,2021-12-17 19:36:12,26.1247,127.6694,60.82,60,75,26.46
269,Urumqi,CN,2021-12-17 19:34:04,43.801,87.6005,9.55,92,90,2.24
270,Avera,US,2021-12-17 19:36:12,33.194,-82.5271,68.92,70,100,6.2
271,Sukumo,JP,2021-12-17 19:36:12,32.9333,132.7333,36.57,66,84,13.67
272,Volodarka,UA,2021-12-17 19:36:13,49.5248,29.9122,34.54,83,97,12.15
273,Apastovo,RU,2021-12-17 19:36:13,55.2029,48.5109,28.71,95,100,3.62
274,Coahuayana,MX,2021-12-17 19:36:14,18.7333,-103.6833,89.08,49,96,6.55
275,Coihaique,CL,2021-12-17 19:36:14,-45.5752,-72.0662,88.41,22,75,6.91
276,Ribeira Grande,PT,2021-12-17 19:36:14,38.5167,-28.7,59.4,58,20,12.66
277,Mareeba,AU,2021-12-17 19:37:15,-17.0,145.4333,74.12,92,57,1.59
278,Port-Gentil,GA,2021-12-17 19:37:15,-0.7193,8.7815,82.36,83,75,8.05
279,Nailsea,GB,2021-12-17 19:35:38,51.4324,-2.7585,46.38,88,90,5.01
280,Tecoanapa,MX,2021-12-17 19:37:16,16.5167,-98.75,84.38,61,0,6.17
281,Mehamn,NO,2021-12-17 19:37:16,71.0357,27.8492,32.18,80,75,20.71
282,Xuddur,SO,2021-12-17 19:37:16,4.1213,43.8894,79.38,52,100,9.6
283,Fort Nelson,CA,2021-12-17 19:37:17,58.8053,-122.7002,-22.41,69,75,0.0
284,Qinzhou,CN,2021-12-17 19:37:17,21.95,108.6167,57.87,31,83,11.9
285,Natal,BR,2021-12-17 19:35:16,-5.795,-35.2094,86.65,70,40,19.57
286,Lalmohan,BD,2021-12-17 19:37:17,22.3384,90.7419,66.11,69,27,9.8
287,Flin Flon,CA,2021-12-17 19:37:18,54.7682,-101.865,-5.96,77,90,5.75
288,Shagonar,RU,2021-12-17 19:37:18,51.5333,92.8,0.59,92,100,1.77
289,Seoul,KR,2021-12-17 19:37:18,37.5683,126.9778,17.04,48,0,5.75
290,Ulkan,RU,2021-12-17 19:37:19,57.243,107.3223,11.84,93,100,8.12
291,Astaneh-Ye Ashrafiyeh,IR,2021-12-17 19:37:19,37.2596,49.9444,56.86,46,38,6.29
292,Huarmey,PE,2021-12-17 19:37:19,-10.0681,-78.1522,73.15,73,3,12.66
293,Port Macquarie,AU,2021-12-17 19:37:20,-31.4333,152.9167,66.88,85,50,9.17
294,Ilulissat,GL,2021-12-17 19:37:20,69.2167,-51.1,15.82,45,75,17.27
